City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Kavarskas,LT,55.4333,24.9167,52.12,83,100,8.63,overcast clouds
452,Ericeira,PT,38.9627,-9.4156,78.48,63,0,15.75,clear sky
453,Mackay,AU,-21.15,149.2,68.68,79,84,8.79,broken clouds
454,Laguna,US,38.421,-121.4238,85.01,62,0,4.61,clear sky
455,Bejar,ES,40.3864,-5.7634,70.57,33,0,2.68,clear sky
456,De Aar,ZA,-30.6497,24.0123,73.11,7,39,8.66,scattered clouds
457,Lukulu,ZM,-14.3707,23.242,80.67,15,24,7.2,few clouds
458,Lasa,IT,46.6166,10.7002,59.88,83,52,2.51,broken clouds
459,Bassar,TG,9.25,0.7833,76.15,84,98,3.38,light rain
460,Sungairaya,ID,0.7,108.9,76.84,87,97,1.74,overcast clouds
461,Vitoria Da Conquista,BR,-14.8661,-40.8394,83.61,38,77,6.35,broken clouds
462,Biak,ID,-0.9131,122.8766,75.7,86,75,0.09,broken clouds
463,Batticaloa,LK,7.7102,81.6924,80.8,78,100,6.4,overcast clouds
464,Abu Dhabi,AE,24.4667,54.3667,89.62,78,0,8.05,clear sky
465,Guhagar,IN,17.4842,73.1929,79.2,90,82,6.76,broken clouds
466,Araouane,ML,18.9048,-3.5265,101.73,16,24,11.99,few clouds
467,Luderitz,NA,-26.6481,15.1594,57.72,76,4,20.76,clear sky
468,Mawlaik,MM,23.6333,94.4167,75.2,97,63,0.81,broken clouds
469,Penzance,GB,50.1186,-5.5371,57.88,76,20,19.57,few clouds
470,Chekhov,RU,55.1431,37.4711,45.14,90,98,6.11,overcast clouds
471,Paka,MY,4.6374,103.4368,75.13,94,80,0.0,broken clouds
472,Santa Cruz,BO,-17.8,-63.1667,89.65,51,40,27.63,scattered clouds
473,Revda,RU,56.801,59.9303,44.4,54,100,5.55,overcast clouds
474,Bastia,FR,42.6667,9.3333,69.6,83,20,4.61,few clouds
475,Desna,UA,50.9273,30.7605,52.86,83,100,7.85,overcast clouds
476,Eltham,NZ,-39.4292,174.3,43.95,99,84,3.56,broken clouds
477,Port Augusta,AU,-32.5,137.7667,59.02,80,0,3.94,clear sky
478,Valparaiso,CL,-33.0393,-71.6273,64.0,86,75,12.66,broken clouds
479,Bintulu,MY,3.1667,113.0333,77.41,100,40,0.0,scattered clouds
480,Sarankhola,BD,22.3082,89.7897,78.01,91,28,3.96,scattered clouds
481,Stanovoye,RU,52.7638,38.3582,45.37,87,95,9.84,overcast clouds
482,Itarantim,BR,-15.6597,-40.0656,91.62,36,14,6.78,few clouds
483,Huarmey,PE,-10.0681,-78.1522,67.73,67,11,13.69,few clouds
484,Diffa,NE,13.3154,12.6113,88.36,45,74,7.7,broken clouds
485,Vardo,NO,70.3705,31.1107,44.06,80,89,17.13,overcast clouds
486,Tenenkou,ML,14.4572,-4.9169,94.3,30,29,7.54,scattered clouds
487,Pithoragarh,IN,29.5833,80.2167,58.46,96,30,1.01,scattered clouds
488,Kankon,IN,15.0167,74.0167,78.6,91,28,8.55,scattered clouds
489,Marovoay,MG,-16.1,46.6333,73.15,73,0,5.55,clear sky
490,Kokoda,PG,-8.8785,147.7407,73.63,94,99,0.96,overcast clouds
491,Villa Carlos Paz,AR,-31.4241,-64.4978,59.9,40,100,8.99,overcast clouds
492,Bartica,GY,6.4,-58.6167,84.52,73,96,4.5,overcast clouds
493,Inirida,CO,3.8653,-67.9239,95.23,44,90,1.45,moderate rain
494,Rio Grande,BR,-32.035,-52.0986,73.51,68,1,17.02,clear sky
495,Archidona,ES,37.0965,-4.3887,66.67,64,8,7.4,clear sky
496,Chicama,PE,-7.8447,-79.1469,61.34,56,43,11.14,scattered clouds
497,Bay Roberts,CA,47.5999,-53.2648,65.66,47,47,5.99,scattered clouds
498,Viesca,MX,25.35,-102.8,75.69,50,98,4.72,overcast clouds
499,Charleston,US,32.7766,-79.9309,78.03,41,0,10.36,clear sky
500,Carauari,BR,-4.8828,-66.8958,90.12,50,42,3.4,scattered clouds
501,Deputatskiy,RU,69.3,139.9,8.19,95,97,5.1,overcast clouds
502,Shenjiamen,CN,29.9576,122.298,67.82,72,100,13.13,overcast clouds
503,Virginia Beach,US,36.8529,-75.978,60.03,93,100,10.36,overcast clouds
504,Raudeberg,NO,61.9875,5.1352,50.67,1,99,24.05,light rain
505,Omaruru,NA,-21.4333,15.9333,77.72,15,0,8.08,clear sky
506,Qazvin,IR,36.2797,50.0049,65.82,30,0,2.3,clear sky
507,Belmonte,BR,-15.8631,-38.8828,80.76,64,51,10.76,broken clouds
508,Jacqueville,CI,5.2052,-4.4146,77.56,87,53,8.84,broken clouds
509,Torres,BR,-29.3353,-49.7269,66.2,66,0,10.69,clear sky
510,Weligama,LK,5.9667,80.4167,77.47,87,100,11.5,overcast clouds
511,Inverness,GB,57.4791,-4.224,53.51,77,20,14.97,few clouds
512,Zhengjiatun,CN,43.5064,123.5064,37.62,44,2,3.27,clear sky
513,San Antonio,US,29.4241,-98.4936,88.27,41,0,4.61,clear sky
514,Grand Bank,CA,47.0999,-55.765,59.0,62,19,9.31,few clouds
515,Konch,IN,25.9833,79.15,76.06,92,98,8.57,overcast clouds
516,Igrim,RU,63.1906,64.4162,43.29,97,100,7.34,overcast clouds
517,Uong Bi,VN,21.0333,106.7833,80.58,91,5,3.38,clear sky
518,Virpur,IN,23.1833,73.4833,84.43,44,99,1.83,overcast clouds
519,Ugoofaaru,MV,5.6667,73.0,81.41,77,100,16.51,overcast clouds
520,Dekernes,EG,31.0876,31.595,72.1,67,0,6.6,clear sky
521,Mansehra,PK,34.3333,73.2,64.89,48,0,5.46,clear sky
522,Pochutla,MX,15.7432,-96.4661,89.42,60,96,4.88,overcast clouds
523,Sisimiut,GL,66.9395,-53.6735,32.85,67,16,5.12,few clouds
524,Severodvinsk,RU,64.5635,39.8302,48.31,94,97,6.31,overcast clouds
525,Imbituba,BR,-28.24,-48.6703,66.99,68,43,8.59,scattered clouds
526,Gornopravdinsk,RU,60.05,69.9,42.24,97,100,5.1,overcast clouds
527,Sagaing,MM,21.8787,95.9797,78.35,84,9,5.82,clear sky
528,Porto Belo,BR,-27.1578,-48.5531,73.09,77,80,7.14,broken clouds
529,Barao De Melgaco,BR,-16.1944,-55.9675,99.19,27,51,7.65,broken clouds
530,Canaries,ES,28.0,-15.5,74.39,41,99,24.16,overcast clouds
531,Carnot,CF,4.9409,15.8665,72.57,91,90,1.63,overcast clouds
532,Mehran,IR,33.1222,46.1646,90.45,12,0,10.13,clear sky
533,Santa Lucia,ES,27.9117,-15.5407,73.76,41,97,24.16,overcast clouds
534,Sfantu Gheorghe,RO,45.8667,25.7833,49.26,78,92,1.83,overcast clouds
535,Moulins,FR,46.5,3.3333,63.1,65,0,2.84,clear sky
536,Mbini,GQ,1.574,9.6134,77.04,89,96,5.88,moderate rain
537,Vila Velha,BR,-20.3297,-40.2925,76.95,80,75,11.5,broken clouds
538,Katsuura,JP,35.1333,140.3,64.85,89,100,21.68,overcast clouds
539,Rapid Valley,US,44.0625,-103.1463,71.42,51,0,16.11,clear sky
540,Brigantine,US,39.4101,-74.3646,64.06,87,100,10.36,overcast clouds
541,Sorland,NO,67.667,12.6934,50.94,72,91,24.25,overcast clouds
542,Kavieng,PG,-2.5744,150.7967,82.08,78,51,14.12,broken clouds
543,Alta Floresta,BR,-9.8756,-56.0861,94.82,46,75,4.61,broken clouds
544,Kiama,AU,-34.6833,150.8667,58.57,92,100,13.0,light rain
545,Rumoi,JP,43.9344,141.6428,46.22,76,96,14.54,light rain
546,Bacolod,PH,10.6667,122.95,79.03,82,100,3.85,overcast clouds
547,Isiro,CD,2.7739,27.616,67.26,98,67,1.5,moderate rain
548,Jambi,ID,-1.6,103.6167,73.38,98,99,1.68,overcast clouds
549,Igarka,RU,67.4667,86.5833,29.61,90,97,10.13,overcast clouds
550,Ahipara,NZ,-35.1667,173.1667,53.17,71,100,18.39,overcast clouds
551,Tashtyp,RU,52.7939,89.8983,35.92,95,100,8.66,light rain
552,Tura,IN,25.5198,90.2201,72.1,96,94,2.82,overcast clouds
553,Coihaique,CL,-45.5752,-72.0662,54.21,62,100,10.36,overcast clouds
554,Kingman,US,35.1894,-114.053,84.13,24,0,3.0,clear sky
555,Kindu,CD,-2.95,25.95,70.09,98,97,0.58,moderate rain
556,Mulchen,CL,-37.7167,-72.2333,57.06,36,2,6.04,clear sky
557,Ust-Omchug,RU,61.15,149.6333,11.39,97,100,3.2,overcast clouds
558,Mazagao,BR,-0.115,-51.2894,95.05,40,27,6.29,scattered clouds
559,Margherita,IN,27.2833,95.6833,72.9,99,89,1.52,overcast clouds
560,Chachapoyas,PE,-6.2317,-77.869,67.82,63,98,3.38,light rain
561,Dehloran,IR,32.6941,47.2679,91.76,8,0,9.22,clear sky
562,Labuhan,ID,-6.8844,112.2051,77.22,84,100,10.71,overcast clouds
563,Salalah,OM,17.0151,54.0924,78.89,83,20,5.75,few clouds
564,Yumen,CN,40.2833,97.2,43.02,66,39,7.16,scattered clouds
565,Mohan,IN,26.7833,80.6833,76.95,96,100,10.47,overcast clouds
566,Yerofey Pavlovich,RU,53.9667,121.9667,23.14,68,22,3.29,few clouds
567,Temba,ZA,-25.3803,28.2631,86.02,26,0,5.5,clear sky
568,Gogrial,SS,8.5332,28.1004,75.9,79,92,2.39,light rain
569,Nuuk,GL,64.1835,-51.7216,38.01,87,75,4.61,broken clouds
570,Lulea,SE,65.5842,22.1547,46.47,100,100,6.91,drizzle
571,Magistralnyy,RU,56.1725,107.4458,25.66,81,28,3.6,scattered clouds
572,Port-Gentil,GA,-0.7193,8.7815,78.76,83,40,10.36,scattered clouds
573,Baft,IR,29.234,56.6057,62.76,19,0,12.19,clear sky
574,Zhigansk,RU,66.7697,123.3711,24.37,95,100,7.36,light snow
575,Kaeo,NZ,-35.1,173.7833,49.32,91,98,10.65,overcast clouds
576,Quzhou,CN,28.9594,118.8686,65.7,75,100,7.25,overcast clouds
577,Kirakira,SB,-10.4544,161.9205,80.04,79,78,6.26,broken clouds
578,Douglas,US,41.3,-96.167,71.83,58,0,11.5,clear sky
579,Tanout,NE,14.9709,8.8879,96.35,15,79,10.47,broken clouds
580,Roald,NO,62.5833,6.1333,51.94,76,40,17.27,scattered clouds
581,Mayo,US,38.8876,-76.5119,61.29,84,100,10.36,overcast clouds
582,Aktyubinskiy,RU,54.8137,52.8056,45.48,78,99,15.17,overcast clouds
583,Manbij,SY,36.5281,37.9549,75.92,39,95,8.41,overcast clouds
584,Biltine,TD,14.5333,20.9167,94.17,18,80,3.58,broken clouds
585,Cibitoke,BI,-2.8833,29.25,72.82,59,96,4.59,overcast clouds
586,Barberton,ZA,-25.7884,31.0532,77.09,47,0,1.23,clear sky
587,Asau,RO,46.4333,26.4,52.72,72,99,5.61,overcast clouds
588,Nueva Loja,EC,0.0847,-76.8828,95.4,37,73,2.55,broken clouds
589,Vangaindrano,MG,-23.35,47.6,68.31,89,0,6.35,clear sky
590,Fairbanks,US,64.8378,-147.7164,33.93,88,75,3.44,broken clouds
591,Abilene,US,32.4487,-99.7331,84.27,30,0,8.05,clear sky
592,Manica,FR,49.0,-1.1667,56.16,84,82,11.34,broken clouds
593,Angoram,PG,-4.0625,144.0661,73.96,99,98,1.81,overcast clouds
594,Saint Simons,US,31.1352,-81.3901,85.01,33,0,11.5,clear sky
595,Zabol,AF,32.25,67.25,63.09,14,0,10.31,clear sky
596,Mandalgovi,MN,45.7625,106.2708,33.24,26,26,5.55,scattered clouds
597,Atambua,ID,-9.1061,124.8925,74.34,87,89,3.31,overcast clouds
598,Iquique,CL,-20.2208,-70.1431,64.44,62,0,9.28,clear sky
599,Baykit,RU,61.67,96.37,31.89,98,100,2.68,light snow
600,Narasannapeta,IN,18.4167,84.05,79.5,88,100,7.67,overcast clouds
601,Chavakkad,IN,10.5333,76.05,77.95,88,100,7.31,overcast clouds
602,Severo-Yeniseyskiy,RU,60.3725,93.0408,28.45,98,100,5.41,light snow
603,Atasu,KZ,48.6814,71.6433,47.26,34,3,8.03,clear sky
604,Mapiri,BO,-15.25,-68.1667,88.07,46,67,4.41,broken clouds
605,Beaverlodge,CA,55.2166,-119.4361,45.75,60,100,7.63,overcast clouds
606,Abensberg,DE,48.8167,11.85,60.89,84,90,5.06,overcast clouds
607,Nushki,PK,29.5542,66.0215,74.1,10,0,3.91,clear sky
608,Ode,NG,7.7899,5.7117,72.93,87,96,2.17,moderate rain
609,Qaqortoq,GL,60.7167,-46.0333,37.47,90,100,10.98,overcast clouds
610,Glomfjord,NO,66.8167,13.9667,44.1,83,100,11.14,overcast clouds
611,Mildura,AU,-34.2,142.15,57.16,94,44,7.85,scattered clouds
612,Sobolevo,RU,54.4299,31.8996,46.4,93,100,8.97,overcast clouds
613,Malgrat De Mar,ES,41.6466,2.7414,72.99,81,6,2.75,clear sky
614,Westport,US,41.1415,-73.3579,62.15,91,100,5.75,overcast clouds
615,Henties Bay,NA,-22.116,14.2845,55.27,91,8,10.36,clear sky
616,Poya,NC,-21.35,165.15,66.94,74,78,2.21,broken clouds
617,Tanabe,JP,33.7333,135.3667,63.3,82,62,6.82,broken clouds
618,Hambantota,LK,6.1241,81.1185,78.96,81,100,17.67,overcast clouds
619,Krasnogvardeyskoye,RU,45.8456,41.5186,59.4,67,85,4.12,overcast clouds
620,Burns Lake,CA,54.2331,-125.7533,51.22,84,84,1.32,broken clouds
621,Mecca,SA,21.4267,39.8261,87.04,37,1,3.83,clear sky
622,Shimanovsk,RU,52.0,127.7,27.55,67,24,7.47,few clouds
623,Katherine,AU,-14.4667,132.2667,82.72,61,40,0.0,scattered clouds
624,Mana,GF,5.6592,-53.7767,85.5,64,7,13.11,clear sky
625,Otaru,JP,43.1894,141.0022,46.02,76,92,14.07,overcast clouds
626,Havre-Saint-Pierre,CA,50.2334,-63.5986,53.96,76,75,3.44,broken clouds
627,Minador Do Negrao,BR,-9.3053,-36.8647,86.9,43,43,15.14,scattered clouds
628,Sibolga,ID,1.7427,98.7792,76.14,88,100,1.07,overcast clouds
629,Kaura Namoda,NG,12.5898,6.5779,82.18,57,95,14.34,light rain
630,Atar,MR,20.5169,-13.0499,103.05,11,9,19.84,clear sky
631,Richards Bay,ZA,-28.783,32.0377,73.2,83,50,5.44,scattered clouds
632,Cabatuan,PH,10.8794,122.486,77.05,86,92,7.49,overcast clouds
633,Gikongoro,RW,-2.464,29.5739,62.08,69,80,1.25,broken clouds
634,Umea,SE,63.8284,20.2597,49.93,100,75,5.75,broken clouds
635,Bhum,IN,18.4667,75.6667,75.2,72,100,8.52,moderate rain
636,Anzio,IT,41.4853,12.6179,71.13,74,8,5.57,clear sky
637,Nola,IT,40.922,14.5329,70.63,69,32,0.96,scattered clouds
638,Itamaraju,BR,-17.0392,-39.5311,92.03,34,19,11.18,few clouds
639,Piney Green,US,34.716,-77.3202,73.02,50,0,12.66,clear sky
640,Kenai,US,60.5544,-151.2583,50.09,81,100,16.11,overcast clouds
641,Peace River,CA,56.2501,-117.286,44.91,81,100,6.91,overcast clouds
642,Mabaruma,GY,8.2,-59.7833,77.83,95,100,4.79,overcast clouds
643,Morgan City,US,29.6994,-91.2068,82.99,61,40,4.61,scattered clouds
644,Vilhena,BR,-12.7406,-60.1458,89.82,45,40,13.8,scattered clouds
645,Arman,RU,59.7,150.1667,21.02,71,97,5.59,overcast clouds
646,Urucui,BR,-7.2294,-44.5561,102.83,14,0,8.68,clear sky
647,Cabra,ES,37.4725,-4.4421,75.9,42,5,8.16,clear sky
648,Kumba,CM,4.6363,9.4469,72.82,95,97,2.24,light rain
649,Manuk Mangkaw,PH,4.8,119.85,82.29,75,51,0.81,broken clouds
650,Boundiali,CI,9.5217,-6.4869,76.12,87,62,4.97,light rain
651,Camalu,MX,30.85,-116.0667,73.02,71,74,7.14,broken clouds
652,San Pedro De Macoris,DO,18.4616,-69.2972,90.21,69,22,7.4,few clouds
653,Collie,AU,-33.3667,116.15,41.79,80,34,2.93,scattered clouds
654,Waingapu,ID,-9.6567,120.2641,79.75,83,100,4.5,moderate rain
655,Wanning,CN,18.8003,110.3967,79.18,86,83,7.7,broken clouds
656,Dunda,TZ,-8.1167,34.25,74.23,33,38,9.42,scattered clouds
657,Riverton,US,40.5219,-111.9391,73.44,40,0,4.61,clear sky
658,Manggar,ID,-2.8833,108.2667,80.13,78,100,3.09,overcast clouds
659,Quatre Cocos,MU,-20.2078,57.7625,71.71,73,16,13.76,few clouds
660,Harbour Breton,CA,47.4833,-55.7983,54.54,73,28,10.36,scattered clouds
661,Jeremie,HT,18.65,-74.1167,85.66,72,69,8.05,broken clouds
662,Mount Isa,AU,-20.7333,139.5,67.77,100,45,2.3,scattered clouds
663,Diamantino,BR,-14.4086,-56.4461,96.67,31,61,9.22,broken clouds
664,Salinopolis,BR,-0.6136,-47.3561,83.86,66,18,13.35,few clouds
665,Muzaffarabad,PK,34.37,73.4711,67.37,52,0,5.35,clear sky
666,Cedar City,US,37.6775,-113.0619,66.4,44,0,0.0,clear sky
667,Ha Tinh,VN,18.3333,105.9,75.87,93,49,3.36,scattered clouds
668,San Miguel,SV,13.4833,-88.1833,91.0,64,0,3.44,clear sky
669,Tres Arroyos,AR,-38.3739,-60.2798,58.98,64,100,3.91,light rain
670,Madingou,CG,-4.1536,13.55,80.98,69,91,7.49,overcast clouds
671,Riohacha,CO,11.5444,-72.9072,87.91,74,40,6.91,scattered clouds
672,Itarema,BR,-2.9248,-39.9167,85.06,59,19,20.67,few clouds
673,Muzhi,RU,65.3667,64.6667,40.06,97,100,7.23,light rain
674,Yar-Sale,RU,66.8333,70.8333,33.76,86,69,7.61,broken clouds
675,Mackenzie,CA,55.2999,-123.1698,55.62,58,40,6.91,scattered clouds
676,Bosobolo,CD,4.1833,19.9,73.33,89,80,1.86,broken clouds
677,Porteirinha,BR,-15.7433,-43.0283,94.57,23,48,4.23,scattered clouds
678,Octeville,FR,49.6261,-1.6435,58.78,82,75,19.57,broken clouds
679,Cortes,ES,41.9395,-1.4396,81.68,44,0,6.17,clear sky
680,Aksha,RU,50.2814,113.2867,24.67,78,47,2.98,scattered clouds
