City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Swabi,PK,2022-09-28 19:01:25,34.1199,72.4699,75.0,69,9,5.32
281,Gallup,US,2022-09-28 19:02:54,35.5281,-108.7426,76.01,28,0,1.01
282,Pulau Sebang,MY,2022-09-28 19:02:54,2.455,102.2329,75.49,91,100,4.52
283,San Quintin,MX,2022-09-28 19:02:55,30.4833,-115.95,77.45,68,1,7.87
284,Fonte Boa,BR,2022-09-28 19:02:55,-2.4959,-66.2662,87.85,58,98,2.95
285,Auki,SB,2022-09-28 19:02:56,-8.7676,160.7034,75.04,84,28,5.48
286,Saint-Georges,GD,2022-09-28 19:00:52,12.0564,-61.7485,83.88,68,100,7.54
287,Hilo,US,2022-09-28 19:02:57,19.7297,-155.09,87.28,75,63,1.01
288,Belaya Gora,RU,2022-09-28 19:02:57,68.5333,146.4167,23.47,89,92,6.51
289,Amuntai,ID,2022-09-28 19:02:58,-2.4177,115.2494,74.95,92,100,0.89
290,Taunggyi,MM,2022-09-28 19:02:58,20.7833,97.0333,62.2,91,91,1.95
291,Oskemen,KZ,2022-09-28 19:02:59,49.9565,82.6119,38.39,97,100,7.16
292,Imbituba,BR,2022-09-28 19:02:59,-28.24,-48.6703,65.26,67,100,10.02
293,Port Elizabeth,ZA,2022-09-28 18:59:23,-33.918,25.5701,63.1,88,20,24.16
294,Balykshi,KZ,2022-09-28 19:03:00,47.0667,51.8667,71.6,33,40,24.61
295,Oriximina,BR,2022-09-28 18:59:29,-1.7656,-55.8661,97.74,32,62,9.06
296,Sant Feliu De Guixols,ES,2022-09-28 18:58:22,41.7833,3.0333,72.14,40,11,8.1
297,Miraflores,MX,2022-09-28 19:03:00,19.2167,-98.8083,68.97,63,97,4.83
298,Cidreira,BR,2022-09-28 19:03:01,-30.1811,-50.2056,64.02,67,99,12.57
299,Ahome,MX,2022-09-28 19:03:01,25.9167,-109.1833,93.04,46,5,1.36
300,Iskateley,RU,2022-09-28 19:03:01,67.6803,53.1512,28.2,73,73,7.16
301,Sorsk,RU,2022-09-28 19:03:02,54.0033,90.2467,33.66,89,100,2.01
302,Fare,PF,2022-09-28 19:03:02,-16.7,-151.0167,78.4,72,9,15.28
303,Pensacola,US,2022-09-28 19:02:49,30.4213,-87.2169,82.13,36,0,14.0
304,Faanui,PF,2022-09-28 19:03:03,-16.4833,-151.75,78.51,72,3,13.49
305,Gao,ML,2022-09-28 19:03:03,16.6362,1.637,98.31,21,74,11.52
306,Thinadhoo,MV,2022-09-28 19:03:04,0.5333,72.9333,81.64,71,100,15.05
307,Isangel,VU,2022-09-28 19:03:04,-19.55,169.2667,74.44,70,100,9.44
308,Svetlogorsk,BY,2022-09-28 19:03:05,52.6333,29.7333,49.57,93,47,11.34
309,Pevek,RU,2022-09-28 19:03:05,69.7008,170.3133,25.54,71,94,3.22
310,Coromandel,BR,2022-09-28 19:02:55,-18.4733,-47.2003,82.71,42,49,4.27
311,Wad Rawah,SD,2022-09-28 19:03:06,15.1603,33.1397,95.97,21,40,1.7
312,Galesong,ID,2022-09-28 19:03:06,-5.3166,119.3661,75.22,78,99,5.21
313,Balkanabat,TM,2022-09-28 19:03:07,39.5108,54.3671,80.01,19,0,11.48
314,Muros,ES,2022-09-28 19:03:07,42.7762,-9.0603,64.17,79,100,8.59
315,Mackay,AU,2022-09-28 19:03:08,-21.15,149.2,65.68,92,100,6.85
316,Karratha,AU,2022-09-28 19:03:08,-20.7377,116.8463,70.11,67,0,8.75
317,Corinto,GR,2022-09-28 19:03:09,37.9407,22.9573,77.9,62,0,8.3
318,La Ronge,CA,2022-09-28 19:00:36,55.1001,-105.2842,67.95,41,33,3.67
319,Sukumo,JP,2022-09-28 19:03:09,32.9333,132.7333,69.24,92,76,4.43
320,Anyang,CN,2022-09-28 19:03:10,36.0994,114.3289,70.18,37,0,4.52
321,Sydney Mines,CA,2022-09-28 19:04:10,46.2367,-60.2177,68.18,95,100,6.91
322,Saint-Augustin,CA,2022-09-28 19:04:11,51.226,-58.6502,60.08,74,20,13.58
323,Komsomolskiy,UZ,2022-09-28 19:04:11,40.4272,71.7189,63.32,45,62,6.91
324,Kaeo,NZ,2022-09-28 19:04:12,-35.1,173.7833,59.32,93,100,8.01
325,Strausberg,DE,2022-09-28 19:04:12,52.5786,13.8874,51.67,99,100,6.82
326,Gazanjyk,TM,2022-09-28 19:04:12,39.2446,55.5154,75.33,21,0,13.96
327,Kaniama,CD,2022-09-28 19:04:13,-7.5667,24.1833,66.45,89,100,5.21
328,Hisar,IN,2022-09-28 19:04:13,29.1667,75.7167,80.44,62,0,5.57
329,Mahibadhoo,MV,2022-09-28 19:04:14,3.7833,72.9667,81.86,73,85,18.01
330,Cayenne,GF,2022-09-28 19:00:08,4.9333,-52.3333,89.64,55,0,13.8
331,Sarangani,PH,2022-09-28 19:04:14,5.4033,125.4636,82.33,77,100,12.15
332,Portland,US,2022-09-28 19:04:15,45.5234,-122.6762,66.45,83,75,6.91
333,Morant Bay,JM,2022-09-28 19:04:15,17.8815,-76.4093,87.71,77,100,6.91
334,Phonhong,LA,2022-09-28 19:04:16,18.5007,102.4166,72.81,91,100,2.01
335,Hami,CN,2022-09-28 19:04:16,42.8,93.45,67.14,35,100,13.4
336,Ucluelet,CA,2022-09-28 19:00:34,48.9329,-125.5528,59.31,93,100,5.55
337,Ambilobe,MG,2022-09-28 19:04:17,-13.2,49.05,71.56,72,46,4.7
338,Ulladulla,AU,2022-09-28 19:04:17,-35.35,150.4667,57.33,92,100,13.09
339,Oistins,BB,2022-09-28 19:04:17,13.0667,-59.5333,86.09,70,40,9.22
340,Chuy,UY,2022-09-28 19:04:18,-33.6971,-53.4616,58.19,55,0,12.19
341,Marsala,IT,2022-09-28 19:04:19,37.7966,12.4352,70.9,67,86,11.92
342,Cravo Norte,CO,2022-09-28 19:04:19,6.3017,-70.2041,85.77,63,97,3.58
343,Rassvet,RU,2022-09-28 19:04:19,46.8333,40.75,66.29,57,100,12.35
344,Opalenica,PL,2022-09-28 19:01:19,52.3089,16.4128,48.18,89,100,7.14
345,Namatanai,PG,2022-09-28 19:04:20,-3.6667,152.4333,78.17,78,100,7.81
346,Khetri,IN,2022-09-28 19:04:20,27.9833,75.8,79.16,50,0,2.55
347,Eresos,GR,2022-09-28 19:04:21,39.1667,25.9333,72.9,84,0,12.88
348,Gunjur,GM,2022-09-28 19:04:21,13.2019,-16.7339,84.27,79,40,11.5
349,Sharjah,AE,2022-09-28 19:04:22,25.3573,55.4033,89.89,58,0,4.61
350,Hanko,FI,2022-09-28 19:04:22,59.8333,22.95,45.14,75,46,19.22
351,Teya,RU,2022-09-28 19:04:23,60.3778,92.6267,30.2,93,100,4.43
352,Pastavy,BY,2022-09-28 19:04:23,55.1168,26.8326,46.89,94,100,8.93
353,West Wendover,US,2022-09-28 19:01:49,40.7391,-114.0733,79.95,18,14,4.34
354,Matay,EG,2022-09-28 19:04:24,28.419,30.7792,88.3,25,0,9.04
355,Pochutla,MX,2022-09-28 19:04:24,15.7432,-96.4661,88.83,70,41,6.89
356,Kirkuk,IQ,2022-09-28 19:04:25,35.4681,44.3922,81.95,13,0,7.52
357,Pryazha,RU,2022-09-28 19:04:25,61.6926,33.6216,45.63,87,100,12.06
358,Shingu,JP,2022-09-28 19:04:25,33.7333,135.9833,69.37,89,89,3.58
359,Gasa,PS,2022-09-28 19:01:00,31.5,34.4667,72.88,62,0,7.27
360,Qeshm,IR,2022-09-28 19:04:26,26.9581,56.2719,87.67,80,4,9.19
361,Romanovo,RU,2022-09-28 19:04:26,52.6182,81.2271,32.11,84,100,4.07
362,Nishihara,JP,2022-09-28 19:04:27,26.1842,127.7558,79.88,84,20,6.91
363,Linxia,CN,2022-09-28 19:04:27,35.6003,103.2064,55.08,52,1,4.07
364,Rorvik,NO,2022-09-28 19:04:28,64.8621,11.2373,51.91,76,0,9.22
365,Prokopyevsk,RU,2022-09-28 19:04:28,53.9059,86.719,34.77,86,100,5.26
366,Kahului,US,2022-09-28 19:04:28,20.8947,-156.47,84.22,65,20,18.41
367,Leningradskiy,RU,2022-09-28 19:05:29,69.3833,178.4167,18.54,87,73,5.97
368,Lobatse,BW,2022-09-28 19:05:29,-25.2167,25.6667,72.01,26,0,8.79
369,Aden,YE,2022-09-28 19:05:29,12.7794,45.0367,88.18,65,66,4.18
370,Port Hedland,AU,2022-09-28 19:05:30,-20.3167,118.5667,62.65,82,12,4.61
371,Noumea,NC,2022-09-28 19:05:30,-22.2763,166.4572,77.0,99,72,5.77
372,Tombouctou,ML,2022-09-28 19:05:31,20.0,-3.0,100.24,12,7,5.75
373,Rakaia,NZ,2022-09-28 19:05:31,-43.75,172.0167,59.29,72,100,13.44
374,Cascais,PT,2022-09-28 19:05:31,38.6979,-9.4215,67.35,92,40,32.99
375,Chingirlau,KZ,2022-09-28 19:05:32,51.095,54.0814,53.94,60,100,16.13
376,Hit,IQ,2022-09-28 19:05:32,33.6416,42.8251,80.67,20,0,11.61
377,Hofn,IS,2022-09-28 19:05:33,64.2539,-15.2082,45.63,64,100,2.06
378,Sayyan,YE,2022-09-28 19:05:33,15.1718,44.3244,64.4,26,27,7.14
379,Bulgan,MN,2022-09-28 19:05:34,48.8125,103.5347,41.81,84,100,3.33
380,Alappuzha,IN,2022-09-28 19:05:35,9.49,76.3264,79.0,86,75,7.25
381,Urucara,BR,2022-09-28 19:05:35,-2.5364,-57.76,104.59,19,12,5.03
382,Amahai,ID,2022-09-28 19:05:36,-3.3333,128.9167,77.31,86,86,2.95
383,Sahibganj,IN,2022-09-28 19:05:36,25.25,87.65,84.18,70,100,2.82
384,San Andres,CO,2022-09-28 19:02:34,12.5847,-81.7006,83.82,69,39,3.69
385,Klaksvik,FO,2022-09-28 19:05:37,62.2266,-6.589,43.72,85,100,12.55
386,Laukaa,RU,2022-09-28 19:05:37,58.7372,29.8453,45.01,93,100,5.99
387,Sheksna,RU,2022-09-28 19:05:38,59.21,38.5107,37.36,96,100,14.92
388,Saint Pete Beach,US,2022-09-28 19:01:27,27.7253,-82.7412,75.25,85,100,43.73
389,Guaira,BR,2022-09-28 19:05:10,-20.3183,-48.3106,74.14,64,100,10.94
390,Narsaq,GL,2022-09-28 19:05:39,60.9167,-46.05,44.82,91,100,2.42
391,Ayr,GB,2022-09-28 19:05:39,55.4627,-4.6339,56.32,71,100,8.05
392,Payson,US,2022-09-28 19:05:40,40.0444,-111.7321,78.46,38,20,12.66
393,Dudinka,RU,2022-09-28 19:05:40,69.4058,86.1778,20.84,94,85,6.49
394,Bilma,NE,2022-09-28 19:05:40,18.6853,12.9164,94.39,11,45,8.01
395,Nogales,MX,2022-09-28 19:04:18,31.3086,-110.9422,85.57,30,20,13.8
396,Kirensk,RU,2022-09-28 19:05:41,57.7853,108.1119,31.73,85,100,2.21
397,Japura,ID,2022-09-28 19:05:41,-0.3167,102.35,73.92,96,100,1.12
398,Ixtapa,MX,2022-09-28 19:04:59,20.7,-105.2,90.23,79,40,6.91
399,Mogadouro,PT,2022-09-28 19:05:42,41.3403,-6.7119,59.25,65,87,11.86
400,Aswan,EG,2022-09-28 19:05:42,24.0934,32.907,95.29,13,1,10.31
401,Port-Gentil,GA,2022-09-28 19:05:43,-0.7193,8.7815,78.76,78,40,11.5
402,Gamba,GA,2022-09-28 19:05:43,-2.65,10.0,74.88,84,22,4.94
403,Namibe,AO,2022-09-28 19:05:44,-15.1961,12.1522,64.27,80,12,1.3
404,Saldanha,ZA,2022-09-28 19:05:44,-33.0117,17.9442,59.85,80,100,17.69
405,Namuac,PH,2022-09-28 19:05:44,18.6109,121.1657,78.73,86,4,3.78
406,Zhangjiakou,CN,2022-09-28 19:05:45,40.81,114.8794,59.97,58,6,1.97
407,Rafai,CF,2022-09-28 19:05:45,4.95,23.9167,68.81,94,43,1.25
408,Vila Franca Do Campo,PT,2022-09-28 19:05:46,37.7167,-25.4333,72.19,71,100,9.13
409,Buin,CL,2022-09-28 19:05:46,-33.7333,-70.75,77.43,44,100,6.64
410,Shancheng,CN,2022-09-28 19:05:47,34.7953,116.0817,63.36,72,0,7.09
411,Christchurch,NZ,2022-09-28 19:05:47,-43.5333,172.6333,61.32,67,100,10.36
412,Ngama,TD,2022-09-28 19:05:48,11.7833,17.1667,83.14,65,51,6.89
413,Guna,IN,2022-09-28 19:05:48,24.65,77.3167,75.85,72,9,3.11
414,Buala,SB,2022-09-28 19:06:48,-8.145,159.5921,80.19,74,86,8.84
415,Biak,ID,2022-09-28 19:06:49,-0.9131,122.8766,75.79,86,99,0.13
416,Birao,CF,2022-09-28 19:06:49,10.2849,22.7882,74.1,77,16,3.31
417,Dhidhdhoo,MV,2022-09-28 19:05:55,6.8833,73.1,81.63,72,70,11.61
418,Quatre Cocos,MU,2022-09-28 19:06:50,-20.2078,57.7625,69.91,70,18,15.57
419,Tolaga Bay,NZ,2022-09-28 19:06:50,-38.3667,178.3,53.65,83,100,5.97
420,Celestun,MX,2022-09-28 19:06:51,20.8667,-90.4,84.18,65,32,15.39
421,Okhotsk,RU,2022-09-28 19:06:51,59.3833,143.3,40.33,85,100,11.48
422,Kokstad,ZA,2022-09-28 19:06:51,-30.5472,29.4241,59.43,88,100,1.83
423,Salalah,OM,2022-09-28 19:06:52,17.0151,54.0924,78.19,85,57,6.06
424,Zhicheng,CN,2022-09-28 19:06:52,30.2956,111.5047,68.95,71,77,2.86
425,Kathu,TH,2022-09-28 19:06:53,7.9178,98.3332,83.75,82,100,20.94
426,Puerto Leguizamo,CO,2022-09-28 19:06:53,-0.1934,-74.7819,87.24,57,97,2.62
427,Batagay-Alyta,RU,2022-09-28 19:06:53,67.8006,130.4114,20.88,96,99,2.64
428,Noyabrsk,RU,2022-09-28 19:06:54,63.1994,75.4507,25.5,75,8,10.2
429,Willowbrook,US,2022-09-28 19:06:54,33.917,-118.2551,102.58,65,0,11.5
430,Port Shepstone,ZA,2022-09-28 19:06:55,-30.7414,30.455,69.39,91,100,12.08
431,Srednekolymsk,RU,2022-09-28 19:06:55,67.45,153.6833,28.42,62,100,7.38
432,Qasigiannguit,GL,2022-09-28 19:06:55,68.8193,-51.1922,37.65,100,100,4.21
433,Mae Sai,TH,2022-09-28 19:06:56,20.4335,99.8762,74.95,78,100,2.39
434,Turangi,NZ,2022-09-28 19:06:56,-39.0,175.9333,46.26,94,100,0.67
435,Port Blair,IN,2022-09-28 19:06:57,11.6667,92.75,81.0,82,100,12.15
436,Katangli,RU,2022-09-28 19:06:57,51.7102,143.2326,36.41,88,5,11.12
437,Fujin,CN,2022-09-28 19:06:57,47.26,132.0322,42.21,68,98,5.86
438,Salym,RU,2022-09-28 19:06:58,60.0625,71.4789,25.41,86,65,6.22
439,Ascension,US,2022-09-28 19:06:58,30.2169,-90.9001,85.08,32,0,11.5
440,Marsabit,KE,2022-09-28 19:06:59,2.3284,37.9899,72.73,35,77,18.1
441,Zvishavane,ZW,2022-09-28 19:06:59,-20.3267,30.0665,71.29,40,0,10.33
442,Aksha,RU,2022-09-28 19:06:59,50.2814,113.2867,43.93,73,81,17.05
443,Kuusamo,FI,2022-09-28 19:07:00,65.9667,29.1833,42.84,87,100,5.75
444,Taketa,JP,2022-09-28 19:07:00,32.9652,131.3785,66.79,96,82,2.57
445,Gladstone,AU,2022-09-28 19:02:37,-23.85,151.25,64.33,94,100,5.75
446,Daokou,CN,2022-09-28 19:07:01,35.5639,114.5058,66.52,37,0,8.52
447,Te Anau,NZ,2022-09-28 19:07:01,-45.4167,167.7167,52.79,98,100,1.05
448,Baghdad,IQ,2022-09-28 19:02:20,33.3406,44.4009,84.58,17,0,12.68
449,Tsumeb,NA,2022-09-28 19:07:02,-19.2333,17.7167,82.2,12,87,8.75
450,Sao Joao Da Barra,BR,2022-09-28 19:03:42,-21.6403,-41.0511,74.28,80,100,12.73
451,Nouadhibou,MR,2022-09-28 19:07:03,20.931,-17.0347,77.92,75,90,21.85
452,Piacabucu,BR,2022-09-28 19:07:03,-10.4056,-36.4344,78.76,70,6,10.71
453,Wanning,CN,2022-09-28 19:07:03,18.8003,110.3967,78.66,89,100,7.67
454,Sibolga,ID,2022-09-28 19:07:04,1.7427,98.7792,74.17,92,100,3.71
455,Krasnovishersk,RU,2022-09-28 19:07:04,60.4078,57.082,26.56,75,18,3.71
456,Roma,US,2022-09-28 19:07:05,43.2128,-75.4557,62.73,83,100,10.36
457,Brodokalmak,RU,2022-09-28 19:07:05,55.5748,62.082,23.9,84,1,0.22
458,Sao Filipe,CV,2022-09-28 19:07:06,14.8961,-24.4956,81.0,81,100,7.65
459,Beisfjord,NO,2022-09-28 19:07:06,68.3751,17.5988,47.05,78,14,7.56
460,Peniche,PT,2022-09-28 19:07:07,39.3558,-9.3811,66.29,87,23,16.58
461,Camopi,GF,2022-09-28 19:07:07,3.1655,-52.3158,98.15,25,91,4.65
462,Taltal,CL,2022-09-28 19:07:07,-25.4,-70.4833,62.1,59,22,5.84
463,Palmeira,BR,2022-09-28 19:08:08,-25.4294,-50.0064,54.82,85,100,10.09
464,Palmer,US,2022-09-28 19:08:08,42.1584,-72.3287,69.48,57,93,1.99
465,Manzil Kamil,TN,2022-09-28 19:08:09,35.6248,10.6673,76.44,61,20,9.22
466,Sukhothai,TH,2022-09-28 19:08:09,17.25,99.6667,74.75,96,100,6.06
467,De-Kastri,RU,2022-09-28 19:08:09,51.4667,140.7833,37.96,83,0,5.59
468,Beringovskiy,RU,2022-09-28 19:08:10,63.05,179.3167,32.79,80,100,16.71
469,Lulindi,TZ,2022-09-28 19:08:10,-10.8167,39.1333,68.68,75,1,7.52
470,Nemuro,JP,2022-09-28 19:08:11,43.3236,145.575,57.34,75,0,7.2
471,Omboue,GA,2022-09-28 19:08:11,-1.5746,9.2618,75.34,85,34,5.99
472,Derzhavinsk,KZ,2022-09-28 19:08:12,51.1,66.3167,33.37,51,99,7.05
473,Santo Antonio Da Platina,BR,2022-09-28 19:08:13,-23.295,-50.0772,61.77,93,100,10.33
474,Roald,NO,2022-09-28 19:08:13,62.5833,6.1333,54.34,93,0,3.44
475,Zemio,CF,2022-09-28 19:08:14,5.0314,25.1361,70.23,94,100,0.07
476,Guarapari,BR,2022-09-28 19:08:14,-20.6667,-40.4975,74.89,95,100,6.22
477,Atar,MR,2022-09-28 19:08:15,20.5169,-13.0499,98.65,20,26,10.09
478,Fermo,IT,2022-09-28 19:08:15,43.1647,13.7233,65.71,72,5,6.08
479,Mehamn,NO,2022-09-28 19:08:15,71.0357,27.8492,46.35,81,0,9.22
480,Kenai,US,2022-09-28 19:08:16,60.5544,-151.2583,51.89,71,100,17.27
481,Kilifarevo,BG,2022-09-28 19:08:16,42.9833,25.6333,63.21,100,20,2.3
482,Aloleng,PH,2022-09-28 19:08:16,16.1307,119.7824,77.9,89,100,5.82
483,Airai,TL,2022-09-28 19:08:17,-8.9266,125.4092,61.36,89,86,1.68
484,Natal,BR,2022-09-28 19:04:21,-5.795,-35.2094,79.95,66,3,13.22
485,Gravdal,NO,2022-09-28 19:08:18,68.1214,13.5031,42.69,81,0,2.3
486,Yanji,CN,2022-09-28 19:08:18,42.9075,129.5078,55.89,78,5,3.31
487,Mojo,ET,2022-09-28 19:08:18,8.6,39.1167,64.04,63,63,5.79
488,Chokurdakh,RU,2022-09-28 19:08:19,70.6333,147.9167,19.65,84,36,5.68
489,Maceio,BR,2022-09-28 19:03:19,-9.6658,-35.7353,76.44,88,75,6.91
490,Villa Maria,AR,2022-09-28 19:08:19,-32.4075,-63.2402,74.25,29,100,6.76
491,Kalach-Na-Donu,RU,2022-09-28 19:08:20,48.691,43.5264,63.12,83,83,11.1
492,Morros,BR,2022-09-28 19:08:20,-9.4467,-46.3003,96.39,15,8,7.4
493,Hendaye,FR,2022-09-28 19:08:22,43.3717,-1.7738,62.55,81,75,11.5
494,Baturaja,ID,2022-09-28 19:08:22,-4.1333,104.1667,73.9,95,100,2.04
495,Chak Jhumra,PK,2022-09-28 19:08:22,31.5678,73.1835,81.7,49,0,7.14
496,Save,BJ,2022-09-28 19:08:23,8.0425,2.486,72.01,96,97,5.14
497,Novokizhinginsk,RU,2022-09-28 19:08:23,51.6115,109.5917,36.99,87,100,9.24
498,Baykit,RU,2022-09-28 19:08:24,61.67,96.37,29.48,87,100,5.86
499,Hingoli,IN,2022-09-28 19:06:18,19.7167,77.15,74.52,88,100,5.39
500,Arman,RU,2022-09-28 19:08:24,59.7,150.1667,39.02,93,100,8.21
501,Rancho Palos Verdes,US,2022-09-28 19:08:25,33.7445,-118.387,96.42,79,20,9.22
502,Saint Peter,BB,2022-09-28 19:08:25,13.25,-59.6167,81.16,89,100,8.1
503,Miramar,US,2022-09-28 19:08:26,25.9873,-80.2323,85.01,79,75,32.21
504,San Jeronimo,PE,2022-09-28 19:08:26,-11.9472,-75.2829,65.5,37,23,6.64
505,Gambela,ET,2022-09-28 19:08:27,8.25,34.5833,73.08,85,100,3.76
506,Grindavik,IS,2022-09-28 19:08:27,63.8424,-22.4338,46.87,93,75,8.05
507,Shache,CN,2022-09-28 19:08:27,38.4167,77.2406,65.71,16,0,5.37
508,Vanimo,PG,2022-09-28 19:08:28,-2.6741,141.3028,75.67,89,87,4.88
509,Kesova Gora,RU,2022-09-28 19:08:28,57.5836,37.2922,42.22,96,100,8.72
510,Bowen,AU,2022-09-28 19:08:29,-20.0167,148.2333,66.0,93,100,8.72
511,Samarai,PG,2022-09-28 19:09:29,-10.6167,150.6667,81.28,81,89,14.56
512,Tazovskiy,RU,2022-09-28 19:09:30,67.4667,78.7,26.13,81,14,8.19
513,Kanye,BW,2022-09-28 19:09:30,-24.9667,25.3327,71.04,27,0,10.25
514,Buchanan,LR,2022-09-28 19:09:30,5.8808,-10.0467,76.24,89,100,6.33
515,Soyo,AO,2022-09-28 19:09:31,-6.1349,12.3689,74.75,82,5,8.34
516,Batagay,RU,2022-09-28 19:09:31,67.6333,134.6333,27.07,97,100,3.02
517,Linhares,BR,2022-09-28 19:09:32,-19.3911,-40.0722,84.07,52,56,10.2
518,Santiago Del Estero,AR,2022-09-28 19:09:32,-27.7951,-64.2615,61.54,73,100,5.46
519,Fukue,JP,2022-09-28 19:09:32,32.6881,128.8419,74.23,67,90,16.2
520,Chalus,IR,2022-09-28 19:09:34,36.655,51.4204,79.5,57,0,6.8
521,Ancud,CL,2022-09-28 19:05:28,-41.8697,-73.8203,69.22,65,0,5.08
522,Ballina,AU,2022-09-28 19:09:34,-28.8667,153.5667,59.02,62,100,7.92
523,Tuy Hoa,VN,2022-09-28 19:09:35,13.0833,109.3,75.78,88,98,6.35
524,Koungou,YT,2022-09-28 19:09:35,-12.7336,45.2042,73.11,78,0,6.91
525,Yeppoon,AU,2022-09-28 19:09:36,-23.1333,150.7333,64.18,91,100,7.74
526,Santa Fe,AR,2022-09-28 19:09:36,-31.6333,-60.7,78.03,32,100,11.99
527,Diapaga,BF,2022-09-28 19:09:37,12.0708,1.7889,77.11,75,53,1.1
528,Evanston,US,2022-09-28 19:05:04,42.0411,-87.6901,62.89,58,40,12.66
529,Riberalta,BO,2022-09-28 19:09:38,-10.9833,-66.1,98.8,41,75,9.22
530,College,US,2022-09-28 19:09:38,64.8569,-147.8028,47.07,61,75,10.36
531,Coihaique,CL,2022-09-28 19:05:14,-45.5752,-72.0662,66.15,26,0,6.91
532,Maniago,IT,2022-09-28 19:09:39,46.1706,12.7078,59.14,86,100,4.07
533,Vygonichi,RU,2022-09-28 19:09:40,53.0985,34.0673,50.11,100,100,0.0
534,Arrifes,PT,2022-09-28 19:09:40,37.7667,-25.7,70.23,73,75,9.22
535,Maarianhamina,AX,2022-09-28 19:09:40,60.0973,19.9348,51.66,71,20,11.5
536,Shatura,RU,2022-09-28 19:09:41,55.5725,39.5368,47.23,88,100,4.74
537,Ramgarh,IN,2022-09-28 19:09:41,23.6333,85.5167,78.85,82,99,2.28
538,Gizycko,PL,2022-09-28 19:09:42,54.0381,21.7644,46.85,88,80,6.73
539,Lukovetskiy,RU,2022-09-28 19:09:42,64.2956,41.9211,34.7,75,3,7.16
540,Nouakchott,MR,2022-09-28 19:09:43,18.0858,-15.9785,87.73,77,6,14.2
541,Loandjili,CG,2022-09-28 19:09:43,-4.7561,11.8578,75.72,80,92,6.71
542,Moroni,KM,2022-09-28 19:09:43,-11.7022,43.2551,74.55,74,0,3.71
543,Tenosique,MX,2022-09-28 19:09:44,17.4833,-91.4333,82.98,81,37,6.67
544,Ionia,US,2022-09-28 19:09:44,42.9873,-85.0711,55.24,71,100,4.61
545,Revelstoke,CA,2022-09-28 19:07:40,50.9832,-118.2023,78.21,33,100,2.08
546,Pascagoula,US,2022-09-28 19:09:45,30.3658,-88.5561,82.45,27,0,16.11
547,Lata,PT,2022-09-28 19:09:45,40.1629,-8.3327,62.92,87,100,5.79
548,Springbok,ZA,2022-09-28 19:09:46,-29.6643,17.8865,63.12,31,88,3.36
549,Osmena,PH,2022-09-28 19:09:46,10.5208,119.9258,79.61,83,100,6.2
550,Garanhuns,BR,2022-09-28 19:09:46,-8.8903,-36.4928,70.12,76,75,10.36
551,Ananas,HT,2022-09-28 19:09:47,19.2466,-71.9557,84.11,60,89,7.52
552,Rudnogorsk,RU,2022-09-28 19:09:47,57.2639,103.7519,30.6,99,100,2.86
553,Kota Tinggi,MY,2022-09-28 19:09:48,1.7381,103.8999,80.64,87,100,3.0
554,Bonthe,SL,2022-09-28 19:09:49,7.5264,-12.505,76.86,88,100,6.93
555,Urubicha,BO,2022-09-28 19:09:49,-15.3833,-62.95,88.36,45,92,8.86
556,Jacksonville,US,2022-09-28 19:09:50,30.3322,-81.6556,75.31,89,100,26.46
557,Bokoro,TD,2022-09-28 19:09:50,12.3807,17.0568,85.19,59,23,9.75
558,Moses Lake,US,2022-09-28 19:09:50,47.1301,-119.2781,73.89,45,0,3.44
559,Nehe,CN,2022-09-28 19:10:51,48.4833,124.8333,45.34,48,100,8.05
560,Msanga,TZ,2022-09-28 19:10:51,-6.05,36.0333,70.39,49,50,8.63
561,Ngunguru,NZ,2022-09-28 19:10:52,-35.6167,174.5,60.35,87,100,11.16
